"","race","gender","total_months_incarcerated"
"778","Hispanic","Male",3
"779","Non-Black / Non-Hispanic","Female",0
"780","Non-Black / Non-Hispanic","Male",0
"781","Non-Black / Non-Hispanic","Female",0
"782","Black","Female",0
"783","Black","Female",0
"784","Black","Female",0
"785","Black","Female",0
"786","Black","Female",0
"787","Black","Male",0
"788","Black","Female",0
"789","Black","Male",0
"790","Black","Male",0
"791","Black","Female",0
"792","Black","Female",0
"793","Black","Male",0
"794","Hispanic","Female",0
"795","Hispanic","Female",0
"796","Hispanic","Male",0
"797","Non-Black / Non-Hispanic","Male",0
"798","Non-Black / Non-Hispanic","Female",0
"799","Non-Black / Non-Hispanic","Male",0
"800","Non-Black / Non-Hispanic","Male",0
"801","Non-Black / Non-Hispanic","Female",0
"802","Non-Black / Non-Hispanic","Female",0
"803","Non-Black / Non-Hispanic","Male",0
"804","Non-Black / Non-Hispanic","Female",0
"805","Non-Black / Non-Hispanic","Male",0
"806","Non-Black / Non-Hispanic","Male",0
"807","Non-Black / Non-Hispanic","Female",0
"808","Non-Black / Non-Hispanic","Female",0
"809","Non-Black / Non-Hispanic","Female",0
"810","Non-Black / Non-Hispanic","Female",0
"811","Non-Black / Non-Hispanic","Male",0
"812","Non-Black / Non-Hispanic","Male",0
"813","Non-Black / Non-Hispanic","Female",0
"814","Non-Black / Non-Hispanic","Male",0
"815","Hispanic","Female",0
"816","Black","Male",0
"817","Black","Female",0
"818","Black","Female",0
"819","Black","Female",0
"820","Non-Black / Non-Hispanic","Female",0
"821","Non-Black / Non-Hispanic","Male",0
"822","Non-Black / Non-Hispanic","Female",0
"823","Non-Black / Non-Hispanic","Female",0
"824","Non-Black / Non-Hispanic","Female",0
"825","Non-Black / Non-Hispanic","Male",0
"826","Non-Black / Non-Hispanic","Female",0
"827","Non-Black / Non-Hispanic","Female",0
"828","Non-Black / Non-Hispanic","Male",0
"829","Mixed Race (Non-Hispanic)","Male",0
"830","Mixed Race (Non-Hispanic)","Male",0
"831","Non-Black / Non-Hispanic","Female",0
"832","Non-Black / Non-Hispanic","Female",0
"833","Non-Black / Non-Hispanic","Female",0
"834","Non-Black / Non-Hispanic","Male",0
"835","Non-Black / Non-Hispanic","Male",0
"836","Non-Black / Non-Hispanic","Male",0
"837","Black","Female",0
"838","Non-Black / Non-Hispanic","Female",0
"839","Black","Male",0
"840","Black","Female",0
"841","Hispanic","Male",0
"842","Hispanic","Female",0
"843","Hispanic","Male",0
"844","Non-Black / Non-Hispanic","Female",0
"845","Non-Black / Non-Hispanic","Female",0
"846","Non-Black / Non-Hispanic","Female",0
"847","Non-Black / Non-Hispanic","Female",0
"848","Hispanic","Female",0
"849","Black","Female",0
"850","Hispanic","Male",0
"851","Hispanic","Female",0
"852","Non-Black / Non-Hispanic","Male",0
"853","Non-Black / Non-Hispanic","Male",0
"854","Non-Black / Non-Hispanic","Male",0
"855","Non-Black / Non-Hispanic","Female",0
"856","Mixed Race (Non-Hispanic)","Female",0
"857","Non-Black / Non-Hispanic","Male",0
"858","Black","Male",0
"859","Black","Male",0
"860","Black","Female",0
"861","Hispanic","Male",0
"862","Hispanic","Male",0
"863","Hispanic","Male",0
"864","Non-Black / Non-Hispanic","Female",0
"865","Non-Black / Non-Hispanic","Female",0
"866","Non-Black / Non-Hispanic","Male",0
"867","Non-Black / Non-Hispanic","Female",0
"868","Non-Black / Non-Hispanic","Male",0
"869","Non-Black / Non-Hispanic","Female",0
"870","Non-Black / Non-Hispanic","Female",0
"871","Hispanic","Male",0
"872","Hispanic","Female",0
"873","Hispanic","Female",0
"874","Non-Black / Non-Hispanic","Female",0
"875","Hispanic","Female",0
"876","Non-Black / Non-Hispanic","Female",0
"877","Non-Black / Non-Hispanic","Male",0
"878","Hispanic","Male",0
"879","Black","Female",0
"880","Non-Black / Non-Hispanic","Female",0
"881","Non-Black / Non-Hispanic","Male",0
"882","Non-Black / Non-Hispanic","Female",0
"883","Non-Black / Non-Hispanic","Female",0
"884","Non-Black / Non-Hispanic","Male",0
"885","Non-Black / Non-Hispanic","Male",0
"886","Non-Black / Non-Hispanic","Female",0
"887","Non-Black / Non-Hispanic","Female",0
"888","Hispanic","Male",0
"889","Hispanic","Female",0
"890","Mixed Race (Non-Hispanic)","Female",0
"891","Black","Female",0
"892","Hispanic","Female",0
"893","Hispanic","Male",0
"894","Hispanic","Male",0
"895","Hispanic","Female",0
"896","Non-Black / Non-Hispanic","Male",0
"897","Hispanic","Female",0
"898","Black","Female",0
"899","Non-Black / Non-Hispanic","Female",0
"900","Non-Black / Non-Hispanic","Female",0
"901","Non-Black / Non-Hispanic","Female",0
"902","Hispanic","Female",0
"903","Non-Black / Non-Hispanic","Male",0
"904","Hispanic","Male",0
"905","Non-Black / Non-Hispanic","Female",0
"906","Non-Black / Non-Hispanic","Male",0
"907","Non-Black / Non-Hispanic","Female",0
"908","Non-Black / Non-Hispanic","Male",0
"909","Non-Black / Non-Hispanic","Male",0
"910","Non-Black / Non-Hispanic","Female",0
"911","Non-Black / Non-Hispanic","Female",0
"912","Non-Black / Non-Hispanic","Male",0
"913","Hispanic","Female",0
"914","Hispanic","Female",0
"915","Non-Black / Non-Hispanic","Female",0
"916","Non-Black / Non-Hispanic","Female",0
"917","Non-Black / Non-Hispanic","Female",0
"918","Non-Black / Non-Hispanic","Female",0
"919","Non-Black / Non-Hispanic","Male",0
"920","Non-Black / Non-Hispanic","Female",0
"921","Non-Black / Non-Hispanic","Female",0
"922","Non-Black / Non-Hispanic","Male",0
"923","Non-Black / Non-Hispanic","Male",0
"924","Non-Black / Non-Hispanic","Male",0
"925","Non-Black / Non-Hispanic","Male",0
"926","Non-Black / Non-Hispanic","Male",0
"927","Non-Black / Non-Hispanic","Female",0
"928","Non-Black / Non-Hispanic","Male",0
"929","Non-Black / Non-Hispanic","Male",0
"930","Hispanic","Female",0
"931","Hispanic","Female",0
"932","Non-Black / Non-Hispanic","Female",0
"933","Mixed Race (Non-Hispanic)","Female",0
"934","Non-Black / Non-Hispanic","Male",0
"935","Non-Black / Non-Hispanic","Female",0
"936","Non-Black / Non-Hispanic","Male",0
"937","Non-Black / Non-Hispanic","Female",0
"938","Non-Black / Non-Hispanic","Male",0
"939","Hispanic","Male",0
"940","Non-Black / Non-Hispanic","Male",0
"941","Non-Black / Non-Hispanic","Male",0
"942","Non-Black / Non-Hispanic","Male",0
"943","Non-Black / Non-Hispanic","Male",0
"944","Non-Black / Non-Hispanic","Male",0
"945","Non-Black / Non-Hispanic","Female",0
"946","Non-Black / Non-Hispanic","Male",0
"947","Non-Black / Non-Hispanic","Male",0
"948","Non-Black / Non-Hispanic","Male",0
"949","Hispanic","Female",0
"950","Hispanic","Female",0
"951","Non-Black / Non-Hispanic","Female",0
"952","Hispanic","Male",0
"953","Non-Black / Non-Hispanic","Female",0
"954","Non-Black / Non-Hispanic","Female",0
"955","Non-Black / Non-Hispanic","Male",0
"956","Non-Black / Non-Hispanic","Male",9
"957","Non-Black / Non-Hispanic","Female",0
"958","Non-Black / Non-Hispanic","Female",0
"959","Non-Black / Non-Hispanic","Male",0
"960","Hispanic","Female",0
"961","Non-Black / Non-Hispanic","Female",0
"962","Non-Black / Non-Hispanic","Male",0
"963","Black","Male",0
"964","Non-Black / Non-Hispanic","Male",1
"965","Non-Black / Non-Hispanic","Male",0
"966","Black","Male",12
"967","Black","Male",0
"968","Non-Black / Non-Hispanic","Female",0
"969","Non-Black / Non-Hispanic","Male",0
"970","Non-Black / Non-Hispanic","Male",0
"971","Non-Black / Non-Hispanic","Male",0
"972","Non-Black / Non-Hispanic","Male",0
"973","Non-Black / Non-Hispanic","Female",0
"974","Non-Black / Non-Hispanic","Male",0
"975","Non-Black / Non-Hispanic","Female",0
"976","Non-Black / Non-Hispanic","Male",0
"977","Non-Black / Non-Hispanic","Male",0
"978","Black","Male",0
"979","Non-Black / Non-Hispanic","Male",0
"980","Non-Black / Non-Hispanic","Male",0
"981","Non-Black / Non-Hispanic","Male",0
"982","Non-Black / Non-Hispanic","Female",0
"983","Non-Black / Non-Hispanic","Male",0
"984","Non-Black / Non-Hispanic","Male",0
"985","Non-Black / Non-Hispanic","Male",0
"986","Non-Black / Non-Hispanic","Female",0
"987","Non-Black / Non-Hispanic","Female",0
"988","Hispanic","Female",0
"989","Non-Black / Non-Hispanic","Female",0
"990","Non-Black / Non-Hispanic","Male",4
"991","Non-Black / Non-Hispanic","Male",0
"992","Non-Black / Non-Hispanic","Male",0
"993","Non-Black / Non-Hispanic","Male",0
"994","Non-Black / Non-Hispanic","Female",0
"995","Non-Black / Non-Hispanic","Male",0
"996","Black","Male",0
"997","Black","Male",0
"998","Black","Female",0
"999","Black","Male",12
"1000","Black","Female",0
"1001","Black","Male",0
"1002","Black","Male",0
"1003","Black","Male",0
"1004","Black","Female",0
"1005","Black","Female",0
"1006","Black","Male",0
"1007","Black","Female",0
"1008","Black","Female",0
"1009","Black","Male",0
"1010","Black","Female",0
"1011","Black","Male",0
"1012","Black","Female",0
"1013","Black","Female",0
"1014","Hispanic","Male",0
"1015","Black","Female",0
"1016","Black","Male",0
"1017","Black","Female",0
"1018","Black","Male",0
"1019","Black","Female",0
"1020","Black","Female",0
"1021","Black","Female",0
"1022","Black","Female",0
"1023","Black","Male",0
"1024","Black","Female",0
"1025","Black","Female",0
"1026","Black","Male",0
"1027","Black","Male",0
"1028","Black","Male",0
"1029","Black","Female",0
"1030","Hispanic","Female",0
"1031","Hispanic","Male",0
"1032","Black","Female",0
"1033","Hispanic","Male",0
"1034","Black","Male",0
"1035","Non-Black / Non-Hispanic","Female",0
"1036","Non-Black / Non-Hispanic","Male",0
"1037","Black","Female",0
"1038","Non-Black / Non-Hispanic","Female",0
"1039","Non-Black / Non-Hispanic","Female",0
"1040","Non-Black / Non-Hispanic","Male",0
"1041","Non-Black / Non-Hispanic","Female",0
"1042","Non-Black / Non-Hispanic","Male",0
"1043","Non-Black / Non-Hispanic","Female",0
"1044","Non-Black / Non-Hispanic","Female",0
"1045","Non-Black / Non-Hispanic","Female",0
"1046","Non-Black / Non-Hispanic","Male",0
"1047","Non-Black / Non-Hispanic","Male",0
"1048","Hispanic","Female",0
"1049","Non-Black / Non-Hispanic","Female",0
"1050","Non-Black / Non-Hispanic","Male",0
"1051","Non-Black / Non-Hispanic","Female",0
"1052","Non-Black / Non-Hispanic","Female",0
"1053","Hispanic","Male",0
"1054","Black","Male",0
"1055","Black","Male",0
"1056","Black","Female",0
"1057","Black","Male",0
"1058","Black","Female",0
"1059","Black","Female",0
"1060","Black","Female",0
"1061","Black","Female",0
"1062","Black","Female",0
"1063","Hispanic","Female",0
"1064","Non-Black / Non-Hispanic","Female",0
"1065","Non-Black / Non-Hispanic","Female",0
"1066","Non-Black / Non-Hispanic","Male",0
"1067","Non-Black / Non-Hispanic","Female",0
"1068","Mixed Race (Non-Hispanic)","Male",0
"1069","Non-Black / Non-Hispanic","Female",0
"1070","Non-Black / Non-Hispanic","Male",0
"1071","Non-Black / Non-Hispanic","Male",0
"1072","Non-Black / Non-Hispanic","Male",0
"1073","Non-Black / Non-Hispanic","Male",0
"1074","Hispanic","Female",0
"1075","Non-Black / Non-Hispanic","Male",0
"1076","Non-Black / Non-Hispanic","Female",0
"1077","Non-Black / Non-Hispanic","Male",0
"1078","Non-Black / Non-Hispanic","Female",0
"1079","Hispanic","Female",0
"1080","Non-Black / Non-Hispanic","Female",0
"1081","Non-Black / Non-Hispanic","Female",0
"1082","Non-Black / Non-Hispanic","Male",0
"1083","Non-Black / Non-Hispanic","Female",0
"1084","Hispanic","Male",0
"1085","Black","Male",0
"1086","Black","Male",0
"1087","Black","Female",0
"1088","Black","Female",0
"1089","Non-Black / Non-Hispanic","Male",0
"1090","Non-Black / Non-Hispanic","Male",0
"1091","Non-Black / Non-Hispanic","Male",0
"1092","Non-Black / Non-Hispanic","Female",0
"1093","Non-Black / Non-Hispanic","Female",0
"1094","Non-Black / Non-Hispanic","Female",0
"1095","Non-Black / Non-Hispanic","Male",0
"1096","Non-Black / Non-Hispanic","Male",0
"1097","Non-Black / Non-Hispanic","Female",0
"1098","Non-Black / Non-Hispanic","Male",0
"1099","Non-Black / Non-Hispanic","Male",0
"1100","Non-Black / Non-Hispanic","Female",0
"1101","Non-Black / Non-Hispanic","Female",0
"1102","Non-Black / Non-Hispanic","Female",0
"1103","Non-Black / Non-Hispanic","Female",0
"1104","Non-Black / Non-Hispanic","Male",0
"1105","Non-Black / Non-Hispanic","Female",0
"1106","Non-Black / Non-Hispanic","Female",0
"1107","Non-Black / Non-Hispanic","Male",0
"1108","Non-Black / Non-Hispanic","Female",0
"1109","Hispanic","Female",0
"1110","Hispanic","Female",0
"1111","Non-Black / Non-Hispanic","Female",0
"1112","Non-Black / Non-Hispanic","Male",0
"1113","Non-Black / Non-Hispanic","Female",0
"1114","Hispanic","Male",0
"1115","Non-Black / Non-Hispanic","Male",0
"1116","Non-Black / Non-Hispanic","Male",0
"1117","Non-Black / Non-Hispanic","Female",0
"1118","Non-Black / Non-Hispanic","Male",0
"1119","Non-Black / Non-Hispanic","Male",0
"1120","Non-Black / Non-Hispanic","Male",0
"1121","Non-Black / Non-Hispanic","Male",0
"1122","Non-Black / Non-Hispanic","Female",0
"1123","Non-Black / Non-Hispanic","Female",0
"1124","Non-Black / Non-Hispanic","Male",0
"1125","Non-Black / Non-Hispanic","Female",0
"1126","Non-Black / Non-Hispanic","Male",0
"1127","Non-Black / Non-Hispanic","Male",0
"1128","Non-Black / Non-Hispanic","Male",0
"1129","Non-Black / Non-Hispanic","Female",0
"1130","Non-Black / Non-Hispanic","Male",0
"1131","Non-Black / Non-Hispanic","Female",0
"1132","Non-Black / Non-Hispanic","Male",0
"1133","Non-Black / Non-Hispanic","Female",0
"1134","Non-Black / Non-Hispanic","Male",0
"1135","Non-Black / Non-Hispanic","Male",0
"1136","Non-Black / Non-Hispanic","Male",0
"1137","Non-Black / Non-Hispanic","Female",0
"1138","Non-Black / Non-Hispanic","Female",0
"1139","Non-Black / Non-Hispanic","Male",0
"1140","Hispanic","Male",4
"1141","Hispanic","Male",0
"1142","Non-Black / Non-Hispanic","Male",0
"1143","Hispanic","Female",0
"1144","Non-Black / Non-Hispanic","Female",0
"1145","Non-Black / Non-Hispanic","Male",0
"1146","Hispanic","Female",0
"1147","Non-Black / Non-Hispanic","Male",0
"1148","Non-Black / Non-Hispanic","Male",0
"1149","Non-Black / Non-Hispanic","Male",0
"1150","Non-Black / Non-Hispanic","Female",0
"1151","Non-Black / Non-Hispanic","Male",0
"1152","Non-Black / Non-Hispanic","Male",0
"1153","Non-Black / Non-Hispanic","Female",0
"1154","Non-Black / Non-Hispanic","Male",0
"1155","Non-Black / Non-Hispanic","Male",0
"1156","Non-Black / Non-Hispanic","Female",0
"1157","Non-Black / Non-Hispanic","Male",0
"1158","Black","Female",0
"1159","Black","Male",0
"1160","Black","Female",0
"1161","Black","Female",0
"1162","Black","Male",0
"1163","Black","Male",0
"1164","Black","Female",0
"1165","Black","Male",0
"1166","Black","Male",0
"1167","Black","Female",0
"1168","Black","Male",0
"1169","Black","Male",0
"1170","Black","Male",0
"1171","Black","Female",0
"1172","Black","Male",0
"1173","Black","Male",0
"1174","Black","Male",0
"1175","Black","Female",0
"1176","Black","Male",0
"1177","Black","Male",0
"1178","Black","Female",0
"1179","Black","Male",0
"1180","Black","Female",0
"1181","Black","Male",0
"1182","Mixed Race (Non-Hispanic)","Female",0
"1183","Non-Black / Non-Hispanic","Male",0
"1184","Non-Black / Non-Hispanic","Female",0
"1185","Non-Black / Non-Hispanic","Male",0
"1186","Non-Black / Non-Hispanic","Male",0
"1187","Non-Black / Non-Hispanic","Male",0
"1188","Non-Black / Non-Hispanic","Male",0
"1189","Non-Black / Non-Hispanic","Male",0
"1190","Non-Black / Non-Hispanic","Male",0
"1191","Non-Black / Non-Hispanic","Male",0
"1192","Non-Black / Non-Hispanic","Male",0
"1193","Non-Black / Non-Hispanic","Female",0
"1194","Non-Black / Non-Hispanic","Male",0
"1195","Non-Black / Non-Hispanic","Male",0
"1196","Non-Black / Non-Hispanic","Female",0
"1197","Non-Black / Non-Hispanic","Female",0
"1198","Non-Black / Non-Hispanic","Female",0
"1199","Non-Black / Non-Hispanic","Male",0
"1200","Non-Black / Non-Hispanic","Female",0
"1201","Non-Black / Non-Hispanic","Female",0
"1202","Non-Black / Non-Hispanic","Male",0
"1203","Non-Black / Non-Hispanic","Female",0
"1204","Non-Black / Non-Hispanic","Female",0
"1205","Non-Black / Non-Hispanic","Male",0
"1206","Non-Black / Non-Hispanic","Male",0
"1207","Hispanic","Male",0
"1208","Non-Black / Non-Hispanic","Female",0
"1209","Non-Black / Non-Hispanic","Female",0
"1210","Non-Black / Non-Hispanic","Female",0
"1211","Non-Black / Non-Hispanic","Female",0
"1212","Non-Black / Non-Hispanic","Female",0
"1213","Non-Black / Non-Hispanic","Male",0
"1214","Non-Black / Non-Hispanic","Male",0
"1215","Non-Black / Non-Hispanic","Male",0
"1216","Non-Black / Non-Hispanic","Male",0
"1217","Non-Black / Non-Hispanic","Male",0
"1218","Non-Black / Non-Hispanic","Male",0
"1219","Non-Black / Non-Hispanic","Female",0
"1220","Non-Black / Non-Hispanic","Female",0
"1221","Non-Black / Non-Hispanic","Male",0
"1222","Non-Black / Non-Hispanic","Female",0
"1223","Non-Black / Non-Hispanic","Female",0
"1224","Non-Black / Non-Hispanic","Male",0
"1225","Non-Black / Non-Hispanic","Female",0
"1226","Non-Black / Non-Hispanic","Male",0
"1227","Non-Black / Non-Hispanic","Male",0
"1228","Non-Black / Non-Hispanic","Female",0
"1229","Non-Black / Non-Hispanic","Female",0
"1230","Non-Black / Non-Hispanic","Female",0
"1231","Non-Black / Non-Hispanic","Male",0
"1232","Non-Black / Non-Hispanic","Male",0
"1233","Non-Black / Non-Hispanic","Male",0
"1234","Hispanic","Male",0
"1235","Non-Black / Non-Hispanic","Male",0
"1236","Non-Black / Non-Hispanic","Female",0
"1237","Non-Black / Non-Hispanic","Male",0
"1238","Non-Black / Non-Hispanic","Male",0
"1239","Non-Black / Non-Hispanic","Female",0
"1240","Non-Black / Non-Hispanic","Male",0
"1241","Non-Black / Non-Hispanic","Male",0
"1242","Non-Black / Non-Hispanic","Male",0
"1243","Non-Black / Non-Hispanic","Male",0
"1244","Non-Black / Non-Hispanic","Female",0
"1245","Non-Black / Non-Hispanic","Male",0
"1246","Non-Black / Non-Hispanic","Female",0
"1247","Non-Black / Non-Hispanic","Male",0
"1248","Non-Black / Non-Hispanic","Male",0
"1249","Non-Black / Non-Hispanic","Female",0
"1250","Black","Female",0
"1251","Non-Black / Non-Hispanic","Male",0
"1252","Black","Male",0
"1253","Non-Black / Non-Hispanic","Male",0
"1254","Non-Black / Non-Hispanic","Male",0
"1255","Non-Black / Non-Hispanic","Male",0
"1256","Non-Black / Non-Hispanic","Female",0
"1257","Non-Black / Non-Hispanic","Female",0
"1258","Non-Black / Non-Hispanic","Male",0
"1259","Non-Black / Non-Hispanic","Male",0
"1260","Non-Black / Non-Hispanic","Female",0
"1261","Non-Black / Non-Hispanic","Female",0
"1262","Non-Black / Non-Hispanic","Female",0
"1263","Non-Black / Non-Hispanic","Female",0
"1264","Non-Black / Non-Hispanic","Female",0
"1265","Non-Black / Non-Hispanic","Female",0
"1266","Non-Black / Non-Hispanic","Female",0
